sep=;
CNAE;CNAE_numerico;Secao;Secao_descricao;Divisao;Grupo;Classe;Subclasse;Atividade;CBMPE_nivel;CBMPE_descricao;Anexo;Nivel_de_risco;Descricao_do_nivel;Dispensa_licenciamento_previo;Pagina_DOE;Alterado_por_errata
6434-4/00;6434400;K;Atividades financeiras e de seguros;64;643;6434-4;00;Agências de fomento;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6435-2/01;6435201;K;Atividades financeiras e de seguros;64;643;6435-2;01;Sociedades de crédito imobiliário;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6435-2/02;6435202;K;Atividades financeiras e de seguros;64;643;6435-2;02;Associações de poupança e empréstimo;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6435-2/03;6435203;K;Atividades financeiras e de seguros;64;643;6435-2;03;Companhias hipotecárias;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6436-1/00;6436100;K;Atividades financeiras e de seguros;64;643;6436-1;00;Sociedades de crédito, financiamento e investimento - financeiras;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6437-9/00;6437900;K;Atividades financeiras e de seguros;64;643;6437-9;00;Sociedades de crédito ao microempreen dedor;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6438-7/01;6438701;K;Atividades financeiras e de seguros;64;643;6438-7;01;Bancos de câmbio;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6438-7/99;6438799;K;Atividades financeiras e de seguros;64;643;6438-7;99;Outras instituições de intermediação não monetária não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6440-9/00;6440900;K;Atividades financeiras e de seguros;64;644;6440-9;00;Arrendamento mercantil;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6450-6/00;6450600;K;Atividades financeiras e de seguros;64;645;6450-6;00;Sociedades de capitalização;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6461-1/00;6461100;K;Atividades financeiras e de seguros;64;646;6461-1;00;Holdings de instituições financeiras;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6462-0/00;6462000;K;Atividades financeiras e de seguros;64;646;6462-0;00;Holdings de instituições não-financeiras;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6463-8/00;6463800;K;Atividades financeiras e de seguros;64;646;6463-8;00;Outras sociedades de participação, exceto holdings;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6470-1/01;6470101;K;Atividades financeiras e de seguros;64;647;6470-1;01;Fundos de investimento, exceto previdenciário s e imobiliários;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;32;Não
6810-2/03;6810203;L;Atividades imobiliárias;68;681;6810-2;03;Loteamento de imóveis próprios;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
6911-7/01;6911701;M;Atividades profissionais, científicas e técnicas;69;691;6911-7;01;Serviços advocatícios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
6911-7/02;6911702;M;Atividades profissionais, científicas e técnicas;69;691;6911-7;02;Atividades auxiliares da justiça;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
6911-7/03;6911703;M;Atividades profissionais, científicas e técnicas;69;691;6911-7;03;Agente de propriedade industrial;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
6912-5/00;6912500;M;Atividades profissionais, científicas e técnicas;69;691;6912-5;00;Cartórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
6920-6/01;6920601;M;Atividades profissionais, científicas e técnicas;69;692;6920-6;01;Atividades de contabilidade;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
6920-6/02;6920602;M;Atividades profissionais, científicas e técnicas;69;692;6920-6;02;Atividades de consultoria e auditoria contábil e tributária;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7020-4/00;7020400;M;Atividades profissionais, científicas e técnicas;70;702;7020-4;00;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7111-1/00;7111100;M;Atividades profissionais, científicas e técnicas;71;711;7111-1;00;Serviços de arquitetura;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7112-0/00;7112000;M;Atividades profissionais, científicas e técnicas;71;711;7112-0;00;Serviços de engenharia;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7119-7/01;7119701;M;Atividades profissionais, científicas e técnicas;71;711;7119-7;01;Serviços de cartografia, topografia e geodésia;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7119-7/02;7119702;M;Atividades profissionais, científicas e técnicas;71;711;7119-7;02;Atividades de estudos geológicos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7119-7/03;7119703;M;Atividades profissionais, científicas e técnicas;71;711;7119-7;03;Serviços de desenho técnico relacionados à arquitetura e engenharia;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7119-7/04;7119704;M;Atividades profissionais, científicas e técnicas;71;711;7119-7;04;Serviços de perícia técnica relacionados à segurança do trabalho;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7119-7/99;7119799;M;Atividades profissionais, científicas e técnicas;71;711;7119-7;99;Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7120-1/00;7120100;M;Atividades profissionais, científicas e técnicas;71;712;7120-1;00;Testes e análises técnicas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7210-0/00;7210000;M;Atividades profissionais, científicas e técnicas;72;721;7210-0;00;Pesquisa e desenvolvime nto experimental em ciências físicas e naturais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7220-7/00;7220700;M;Atividades profissionais, científicas e técnicas;72;722;7220-7;00;Pesquisa e desenvolvime nto experimental em ciências sociais e humanas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7311-4/00;7311400;M;Atividades profissionais, científicas e técnicas;73;731;7311-4;00;Agências de publicidade;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7312-2/00;7312200;M;Atividades profissionais, científicas e técnicas;73;731;7312-2;00;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7319-0/01;7319001;M;Atividades profissionais, científicas e técnicas;73;731;7319-0;01;Criação e montagem de estandes para feiras e exposições;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7319-0/02;7319002;M;Atividades profissionais, científicas e técnicas;73;731;7319-0;02;Promoção de vendas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7319-0/03;7319003;M;Atividades profissionais, científicas e técnicas;73;731;7319-0;03;Marketing direto;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7319-0/04;7319004;M;Atividades profissionais, científicas e técnicas;73;731;7319-0;04;Consultoria em publicidade;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7319-0/99;7319099;M;Atividades profissionais, científicas e técnicas;73;731;7319-0;99;Outras atividades de publicidade não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7320-3/00;7320300;M;Atividades profissionais, científicas e técnicas;73;732;7320-3;00;Pesquisas de mercado e de opinião pública;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7410-2/02;7410202;M;Atividades profissionais, científicas e técnicas;74;741;7410-2;02;Design de interiores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7410-2/03;7410203;M;Atividades profissionais, científicas e técnicas;74;741;7410-2;03;Design de produto;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7410-2/99;7410299;M;Atividades profissionais, científicas e técnicas;74;741;7410-2;99;Atividades de design não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7420-0/01;7420001;M;Atividades profissionais, científicas e técnicas;74;742;7420-0;01;Atividades de produção de fotografias, exceto aérea e submarina;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7420-0/02;7420002;M;Atividades profissionais, científicas e técnicas;74;742;7420-0;02;Atividades de produção de fotografias aéreas e submarinas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7420-0/03;7420003;M;Atividades profissionais, científicas e técnicas;74;742;7420-0;03;Laboratórios fotográficos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
7420-0/04;7420004;M;Atividades profissionais, científicas e técnicas;74;742;7420-0;04;Filmagem de festas e eventos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7420-0/05;7420005;M;Atividades profissionais, científicas e técnicas;74;742;7420-0;05;Serviços de microfilmagem;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7490-1/01;7490101;M;Atividades profissionais, científicas e técnicas;74;749;7490-1;01;Serviços de tradução, interpretação e similares;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7490-1/02;7490102;M;Atividades profissionais, científicas e técnicas;74;749;7490-1;02;Escafandria e mergulho;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7490-1/03;7490103;M;Atividades profissionais, científicas e técnicas;74;749;7490-1;03;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7490-1/04;7490104;M;Atividades profissionais, científicas e técnicas;74;749;7490-1;04;Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7490-1/05;7490105;M;Atividades profissionais, científicas e técnicas;74;749;7490-1;05;Agenciamento de profissionais para atividades esportivas, culturais e artísticas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7490-1/99;7490199;M;Atividades profissionais, científicas e técnicas;74;749;7490-1;99;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7500-1/00;7500100;M;Atividades profissionais, científicas e técnicas;75;750;7500-1;00;Atividades veterinárias;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
7711-0/00;7711000;N;Atividades administrativas e serviços complementares;77;771;7711-0;00;Locação de automóveis sem condutor;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7719-5/01;7719501;N;Atividades administrativas e serviços complementares;77;771;7719-5;01;Locação de embarcações sem tripulação, exceto para fins recreativos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7719-5/02;7719502;N;Atividades administrativas e serviços complementares;77;771;7719-5;02;Locação de aeronaves sem tripulação;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;34;Não
7719-5/99;7719599;N;Atividades administrativas e serviços complementares;77;771;7719-5;99;Locação de outros meios de transporte não especificados anteriormente, sem condutor;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7721-7/00;7721700;N;Atividades administrativas e serviços complementares;77;772;7721-7;00;Aluguel de equipamentos recreativos e esportivos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7722-5/00;7722500;N;Atividades administrativas e serviços complementares;77;772;7722-5;00;Aluguel de fitas de vídeo, DVDs e similares;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7723-3/00;7723300;N;Atividades administrativas e serviços complementares;77;772;7723-3;00;Aluguel de objetos do vestuário, jóias e acessórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7729-2/01;7729201;N;Atividades administrativas e serviços complementares;77;772;7729-2;01;Aluguel de aparelhos de jogos eletrônicos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7729-2/02;7729202;N;Atividades administrativas e serviços complementares;77;772;7729-2;02;"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais";I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7729-2/03;7729203;N;Atividades administrativas e serviços complementares;77;772;7729-2;03;Aluguel de material médico*;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7729-2/99;7729299;N;Atividades administrativas e serviços complementares;77;772;7729-2;99;Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7731-4/00;7731400;N;Atividades administrativas e serviços complementares;77;773;7731-4;00;Aluguel de máquinas e equipamentos agrícolas sem operador;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7732-2/01;7732201;N;Atividades administrativas e serviços complementares;77;773;7732-2;01;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7732-2/02;7732202;N;Atividades administrativas e serviços complementares;77;773;7732-2;02;Aluguel de andaimes;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7733-1/00;7733100;N;Atividades administrativas e serviços complementares;77;773;7733-1;00;Aluguel de máquinas e equipamentos para escritórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7739-0/01;7739001;N;Atividades administrativas e serviços complementares;77;773;7739-0;01;Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7739-0/02;7739002;N;Atividades administrativas e serviços complementares;77;773;7739-0;02;Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7739-0/03;7739003;N;Atividades administrativas e serviços complementares;77;773;7739-0;03;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7739-0/99;7739099;N;Atividades administrativas e serviços complementares;77;773;7739-0;99;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7740-3/00;7740300;N;Atividades administrativas e serviços complementares;77;774;7740-3;00;Gestão de ativos intangíveis não-financeiros;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7810-8/00;7810800;N;Atividades administrativas e serviços complementares;78;781;7810-8;00;Seleção e agenciamento de mão-de-obra;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7820-5/00;7820500;N;Atividades administrativas e serviços complementares;78;782;7820-5;00;Locação de mão-de-obra temporária;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7830-2/00;7830200;N;Atividades administrativas e serviços complementares;78;783;7830-2;00;Fornecimento e gestão de recursos humanos para terceiros;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7911-2/00;7911200;N;Atividades administrativas e serviços complementares;79;791;7911-2;00;Agências de viagens;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7912-1/00;7912100;N;Atividades administrativas e serviços complementares;79;791;7912-1;00;Operadores turísticos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
7990-2/00;7990200;N;Atividades administrativas e serviços complementares;79;799;7990-2;00;Serviços de reservas e outros serviços de turismo não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8011-1/01;8011101;N;Atividades administrativas e serviços complementares;80;801;8011-1;01;Atividades de vigilância e segurança privada;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8011-1/02;8011102;N;Atividades administrativas e serviços complementares;80;801;8011-1;02;Serviços de adestramento de cães de guarda;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8012-9/00;8012900;N;Atividades administrativas e serviços complementares;80;801;8012-9;00;Atividades de transporte de valores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8020-0/01;8020001;N;Atividades administrativas e serviços complementares;80;802;8020-0;01;Atividades de monitorament o de sistemas de segurança eletrônico;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8020-0/02;8020002;N;Atividades administrativas e serviços complementares;80;802;8020-0;02;Outras atividades de serviços de segurança;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8030-7/00;8030700;N;Atividades administrativas e serviços complementares;80;803;8030-7;00;Atividades de investigação particular;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8111-7/00;8111700;N;Atividades administrativas e serviços complementares;81;811;8111-7;00;Serviços combinados para apoio a edifícios, exceto condomínios prediais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8112-5/00;8112500;N;Atividades administrativas e serviços complementares;81;811;8112-5;00;Condomínios prediais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8121-4/00;8121400;N;Atividades administrativas e serviços complementares;81;812;8121-4;00;Limpeza em prédios e em domicílios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8122-2/00;8122200;N;Atividades administrativas e serviços complementares;81;812;8122-2;00;Imunização e controle de pragas urbanas;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8129-0/00;8129000;N;Atividades administrativas e serviços complementares;81;812;8129-0;00;Atividades de limpeza não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
8130-3/00;8130300;N;Atividades administrativas e serviços complementares;81;813;8130-3;00;Atividades paisagísticas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8211-3/00;8211300;N;Atividades administrativas e serviços complementares;82;821;8211-3;00;Serviços combinados de escritório e apoio administrativo;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8219-9/01;8219901;N;Atividades administrativas e serviços complementares;82;821;8219-9;01;Fotocópias;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8219-9/99;8219999;N;Atividades administrativas e serviços complementares;82;821;8219-9;99;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8220-2/00;8220200;N;Atividades administrativas e serviços complementares;82;822;8220-2;00;Atividades de teleatendiment o;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8230-0/01;8230001;N;Atividades administrativas e serviços complementares;82;823;8230-0;01;Serviços de organização de feiras, congressos, exposições e festas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8230-0/02;8230002;N;Atividades administrativas e serviços complementares;82;823;8230-0;02;Casas de festas e eventos;III;Risco alto;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
8291-1/00;8291100;N;Atividades administrativas e serviços complementares;82;829;8291-1;00;Atividades de cobranças e informações cadastrais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8292-0/00;8292000;N;Atividades administrativas e serviços complementares;82;829;8292-0;00;Envasamento e empacotament o sob contrato;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;35;Não
8299-7/01;8299701;N;Atividades administrativas e serviços complementares;82;829;8299-7;01;Medição de consumo de energia elétrica, gás e água;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8299-7/02;8299702;N;Atividades administrativas e serviços complementares;82;829;8299-7;02;Emissão de vales-alimentação, vales-transporte e similares;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8299-7/03;8299703;N;Atividades administrativas e serviços complementares;82;829;8299-7;03;Serviços de gravação de carimbos, exceto confecção;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8299-7/04;8299704;N;Atividades administrativas e serviços complementares;82;829;8299-7;04;Leiloeiros independentes;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8299-7/05;8299705;N;Atividades administrativas e serviços complementares;82;829;8299-7;05;Serviços de levantamento de fundos sob contrato;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8299-7/06;8299706;N;Atividades administrativas e serviços complementares;82;829;8299-7;06;Casas lotéricas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8299-7/07;8299707;N;Atividades administrativas e serviços complementares;82;829;8299-7;07;Salas de acesso à internet;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8299-7/99;8299799;N;Atividades administrativas e serviços complementares;82;829;8299-7;99;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8411-6/00;8411600;O;Administração pública, defesa e seguridade social;84;841;8411-6;00;Administração pública em geral;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8412-4/00;8412400;O;Administração pública, defesa e seguridade social;84;841;8412-4;00;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8413-2/00;8413200;O;Administração pública, defesa e seguridade social;84;841;8413-2;00;Regulação das atividades econômicas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8421-3/00;8421300;O;Administração pública, defesa e seguridade social;84;842;8421-3;00;Relações exteriores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8422-1/00;8422100;O;Administração pública, defesa e seguridade social;84;842;8422-1;00;Defesa;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8423-0/00;8423000;O;Administração pública, defesa e seguridade social;84;842;8423-0;00;Justiça;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8424-8/00;8424800;O;Administração pública, defesa e seguridade social;84;842;8424-8;00;Segurança e ordem pública;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8425-6/00;8425600;O;Administração pública, defesa e seguridade social;84;842;8425-6;00;Defesa Civil;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8430-2/00;8430200;O;Administração pública, defesa e seguridade social;84;843;8430-2;00;Seguridade social obrigatória;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8511-2/00;8511200;P;Educação;85;851;8511-2;00;Educação infantil -creche;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8512-1/00;8512100;P;Educação;85;851;8512-1;00;Educação infantil - pré-escola;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8513-9/00;8513900;P;Educação;85;851;8513-9;00;Ensino fundamental;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8520-1/00;8520100;P;Educação;85;852;8520-1;00;Ensino médio;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8531-7/00;8531700;P;Educação;85;853;8531-7;00;Educação superior -graduação;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8532-5/00;8532500;P;Educação;85;853;8532-5;00;Educação superior -graduação e pós-graduação;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8533-3/00;8533300;P;Educação;85;853;8533-3;00;Educação superior - pós-graduação e extensão;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
