sep=;
CNAE;CNAE_numerico;Secao;Secao_descricao;Divisao;Grupo;Classe;Subclasse;Atividade;CBMPE_nivel;CBMPE_descricao;Anexo;Nivel_de_risco;Descricao_do_nivel;Dispensa_licenciamento_previo;Pagina_DOE;Alterado_por_errata
2853-4/00;2853400;C;Indústrias de transformação;28;285;2853-4;00;Fabricação de tratores, peças e acessórios, exceto agrícolas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2854-2/00;2854200;C;Indústrias de transformação;28;285;2854-2;00;Fabricação de máquinas e equipamentos para terraplenagem , pavimentação e construção, peças e acessórios, exceto tratores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2861-5/00;2861500;C;Indústrias de transformação;28;286;2861-5;00;Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2862-3/00;2862300;C;Indústrias de transformação;28;286;2862-3;00;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2863-1/00;2863100;C;Indústrias de transformação;28;286;2863-1;00;Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2864-0/00;2864000;C;Indústrias de transformação;28;286;2864-0;00;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2865-8/00;2865800;C;Indústrias de transformação;28;286;2865-8;00;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2866-6/00;2866600;C;Indústrias de transformação;28;286;2866-6;00;Fabricação de máquinas e equipamentos para a indústria do plástico, peças;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2869-1/00;2869100;C;Indústrias de transformação;28;286;2869-1;00;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2910-7/01;2910701;C;Indústrias de transformação;29;291;2910-7;01;Fabricação de automóveis, camionetas e utilitários;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2910-7/02;2910702;C;Indústrias de transformação;29;291;2910-7;02;Fabricação de chassis com motor para automóveis, camionetas e utilitários;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2910-7/03;2910703;C;Indústrias de transformação;29;291;2910-7;03;Fabricação de motores para automóveis, camionetas e utilitários;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2920-4/01;2920401;C;Indústrias de transformação;29;292;2920-4;01;Fabricação de caminhões e ônibus;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2920-4/02;2920402;C;Indústrias de transformação;29;292;2920-4;02;Fabricação de motores para caminhões e ônibus;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2930-1/01;2930101;C;Indústrias de transformação;29;293;2930-1;01;Fabricação de cabines, carrocerias e reboques para caminhões;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2930-1/02;2930102;C;Indústrias de transformação;29;293;2930-1;02;Fabricação de carrocerias para ônibus;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2930-1/03;2930103;C;Indústrias de transformação;29;293;2930-1;03;Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2941-7/00;2941700;C;Indústrias de transformação;29;294;2941-7;00;Fabricação de peças e acessórios para o sistema motor de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2942-5/00;2942500;C;Indústrias de transformação;29;294;2942-5;00;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2943-3/00;2943300;C;Indústrias de transformação;29;294;2943-3;00;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2944-1/00;2944100;C;Indústrias de transformação;29;294;2944-1;00;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2945-0/00;2945000;C;Indústrias de transformação;29;294;2945-0;00;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2949-2/01;2949201;C;Indústrias de transformação;29;294;2949-2;01;Fabricação de bancos e estofados para veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2949-2/99;2949299;C;Indústrias de transformação;29;294;2949-2;99;Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
2950-6/00;2950600;C;Indústrias de transformação;29;295;2950-6;00;Recondiciona mento e recuperação de motores para veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;22;Não
3011-3/01;3011301;C;Indústrias de transformação;30;301;3011-3;01;Construção de embarcações de grande porte;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3011-3/02;3011302;C;Indústrias de transformação;30;301;3011-3;02;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3012-1/00;3012100;C;Indústrias de transformação;30;301;3012-1;00;Construção de embarcações para esporte e lazer;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3031-8/00;3031800;C;Indústrias de transformação;30;303;3031-8;00;Fabricação de locomotivas, vagões e outros materiais rodantes;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3032-6/00;3032600;C;Indústrias de transformação;30;303;3032-6;00;Fabricação de peças e acessórios para veículos ferroviários;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3041-5/00;3041500;C;Indústrias de transformação;30;304;3041-5;00;Fabricação de aeronaves;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3042-3/00;3042300;C;Indústrias de transformação;30;304;3042-3;00;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3050-4/00;3050400;C;Indústrias de transformação;30;305;3050-4;00;Fabricação de veículos militares de combate;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3091-1/01;3091101;C;Indústrias de transformação;30;309;3091-1;01;Fabricação de motocicletas;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3091-1/02;3091102;C;Indústrias de transformação;30;309;3091-1;02;Fabricação de peças e acessórios para motocicletas;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3092-0/00;3092000;C;Indústrias de transformação;30;309;3092-0;00;Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3099-7/00;3099700;C;Indústrias de transformação;30;309;3099-7;00;Fabricação de equipamentos de transporte não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3101-2/00;3101200;C;Indústrias de transformação;31;310;3101-2;00;Fabricação de móveis com predominância de madeira;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3102-1/00;3102100;C;Indústrias de transformação;31;310;3102-1;00;Fabricação de móveis com predominância de metal;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3103-9/00;3103900;C;Indústrias de transformação;31;310;3103-9;00;Fabricação de móveis de outros materiais, exceto madeira e metal;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3104-7/00;3104700;C;Indústrias de transformação;31;310;3104-7;00;Fabricação de colchões;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3211-6/01;3211601;C;Indústrias de transformação;32;321;3211-6;01;Lapidação de gemas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3211-6/02;3211602;C;Indústrias de transformação;32;321;3211-6;02;Fabricação de artefatos de joalheria e ourivesaria;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3211-6/03;3211603;C;Indústrias de transformação;32;321;3211-6;03;Cunhagem de moedas e medalhas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3212-4/00;3212400;C;Indústrias de transformação;32;321;3212-4;00;Fabricação de bijuterias e artefatos semelhantes;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3220-5/00;3220500;C;Indústrias de transformação;32;322;3220-5;00;Fabricação de instrumentos musicais, peças e acessórios;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;45;Não
3230-2/00;3230200;C;Indústrias de transformação;32;323;3230-2;00;Fabricação de artefatos para pesca e esporte;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3240-0/01;3240001;C;Indústrias de transformação;32;324;3240-0;01;Fabricação de jogos eletrônicos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3240-0/02;3240002;C;Indústrias de transformação;32;324;3240-0;02;Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3240-0/03;3240003;C;Indústrias de transformação;32;324;3240-0;03;Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3240-0/99;3240099;C;Indústrias de transformação;32;324;3240-0;99;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3250-7/01;3250701;C;Indústrias de transformação;32;325;3250-7;01;Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3250-7/02;3250702;C;Indústrias de transformação;32;325;3250-7;02;Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3250-7/03;3250703;C;Indústrias de transformação;32;325;3250-7;03;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3250-7/04;3250704;C;Indústrias de transformação;32;325;3250-7;04;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3250-7/05;3250705;C;Indústrias de transformação;32;325;3250-7;05;Fabricação de materiais para medicina e odontologia;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3250-7/06;3250706;C;Indústrias de transformação;32;325;3250-7;06;Serviços de prótese dentária;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3250-7/07;3250707;C;Indústrias de transformação;32;325;3250-7;07;Fabricação de artigos ópticos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3250-7/09;3250709;C;Indústrias de transformação;32;325;3250-7;09;Serviço de laboratório óptico;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3291-4/00;3291400;C;Indústrias de transformação;32;329;3291-4;00;Fabricação de escovas, pincéis e vassouras;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3292-2/01;3292201;C;Indústrias de transformação;32;329;3292-2;01;Fabricação de roupas de proteção e segurança e resistentes a fogo;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3292-2/02;3292202;C;Indústrias de transformação;32;329;3292-2;02;Fabricação de equipamentos e acessórios para segurança pessoal e profissional;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3299-0/01;3299001;C;Indústrias de transformação;32;329;3299-0;01;Fabricação de guarda-chuvas e similares;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3299-0/02;3299002;C;Indústrias de transformação;32;329;3299-0;02;Fabricação de canetas, lápis e outros artigos para escritório;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3299-0/03;3299003;C;Indústrias de transformação;32;329;3299-0;03;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
3299-0/04;3299004;C;Indústrias de transformação;32;329;3299-0;04;Fabricação de painéis e letreiros luminosos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3299-0/05;3299005;C;Indústrias de transformação;32;329;3299-0;05;Fabricação de aviamentos para costura;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;46;Não
3299-0/06;3299006;C;Indústrias de transformação;32;329;3299-0;06;Fabricação de velas, inclusive decorativas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;23;Não
